Customer_ID,Customer_Name,Gender,DOB,City,Region_ID,Occupation,Income_Band,Customer_Segment,Join_Date
C012134,Customer 012134,Male,1980-07-31,Delhi,R002,Education,Medium,Retail,2023-06-26
C012135,Customer 012135,Male,1981-03-12,Faridabad,R006,Other,Medium,Retail,2024-12-15
C012136,Customer 012136,Male,2021-05-01,Ahmedabad,R006,Self Employed,Very High,Retail,2021-10-31
C012137,Customer 012137,Female,1994-09-23,Bengaluru,R002,Business Owner,Low,Retail,2018-09-18
C012138,Customer 012138,Female,1978-06-16,Bengaluru,R003,Self Employed,Medium,Retail,2026-01-16
C012139,Customer 012139,Male,2013-01-30,Delhi,R002,Government Employee,High,Premium,2019-05-06
C012140,Customer 012140,Male,2003-07-19,Bengaluru,R004,Education,Medium,Retail,2024-03-27
C012141,Customer 012141,Male,2005-07-04,Pune,R005,Engineer,Medium,Corporate,2025-12-08
C012142,Customer 012142,Male,1994-12-27,Lucknow,R003,Business Owner,High,Retail,2022-08-11
C012143,Customer 012143,Male,2006-05-29,Ahmedabad,R005,Healthcare,Low,Retail,2020-08-19
C012144,Customer 012144,Female,1987-10-13,Gurugram,R006,Unknown,Very High,Corporate,2018-07-05
C012145,Customer 012145,Male,2000-12-06,Ahmedabad,R005,Government Employee,Medium,Retail,2021-06-06
C012146,Customer 012146,Male,1989-02-23,Bengaluru,R004,Finance,Low,Retail,2018-12-29
C012147,Customer 012147,Male,1978-06-02,Kolkata,R005,Business Owner,Medium,Corporate,2022-08-04
C012148,Customer 012148,Female,1999-04-13,Delhi,R001,Consultant,High,Retail,2023-10-13
C012149,Customer 012149,Female,2001-02-01,Jaipur,R003,Engineer,Medium,Retail,2019-01-17
C012150,Customer 012150,Male,2008-05-13,Ahmedabad,R004,Government Employee,Low,Corporate,2026-03-05
C012151,Customer 012151,Female,2019-10-27,Lucknow,R002,IT Professional,Low,Retail,2024-08-30
C012152,Customer 012152,Female,1997-09-13,Mumbai,R004,Other,Medium,Retail,2019-03-10
C012153,Customer 012153,Female,2029-05-09,Lucknow,R002,Healthcare,Low,Retail,2024-10-12
C012154,Customer 012154,Female,2018-08-21,Delhi,R004,Healthcare,Medium,Corporate,2022-03-20
C012155,Customer 012155,Female,2002-09-28,Chennai,R001,Education,Low,Corporate,2021-04-27
C012156,Customer 012156,Female,1982-12-11,Jaipur,R003,Government Employee,Medium,Retail,2021-06-17
C012157,Customer 012157,Female,1999-08-09,Faridabad,R006,Business Owner,Medium,Premium,2024-06-27
C012158,Customer 012158,Female,2028-08-31,Ahmedabad,R006,Business Owner,High,Retail,2023-11-05
C012159,Customer 012159,Male,1997-01-09,Bengaluru,R005,Consultant,Medium,Corporate,2022-11-28
C012160,Customer 012160,Male,1995-04-20,Lucknow,R004,Engineer,Medium,Retail,2024-08-13
C012161,Customer 012161,Female,1993-05-02,Faridabad,R003,IT Professional,High,Corporate,2019-02-20
C012162,Customer 012162,Female,1994-02-12,Hyderabad,R003,Self Employed,Very High,Retail,2018-10-02
C012163,Customer 012163,Male,1986-05-30,Faridabad,R003,Government Employee,Medium,Retail,2018-10-14
C012164,Customer 012164,Male,2029-04-06,Jaipur,R003,Government Employee,Medium,Corporate,2020-04-01
C012165,Customer 012165,Female,1979-09-07,Lucknow,R003,IT Professional,High,Retail,2018-01-04
C012166,Customer 012166,Male,2008-05-12,Ahmedabad,R005,Healthcare,Medium,Retail,2020-06-21
C012167,Customer 012167,Female,1984-07-30,Lucknow,R006,Other,Low,Retail,2020-11-21
C012168,Customer 012168,Male,2012-08-09,Kolkata,R005,Business Owner,Medium,Corporate,2018-12-19
C012169,Customer 012169,Female,1986-03-19,Faridabad,R004,Government Employee,Very High,Corporate,2023-08-16
C012170,Customer 012170,Male,2007-03-23,Faridabad,R006,IT Professional,High,Premium,2018-12-20
C012171,Customer 012171,Female,1989-01-17,Jaipur,R006,Government Employee,Medium,Corporate,2026-01-21
C012172,Customer 012172,Male,1981-07-23,Jaipur,R002,Healthcare,Very High,Corporate,2018-02-20
C012173,Customer 012173,Male,1993-05-27,Bengaluru,R004,Finance,Medium,Retail,2025-01-18
C012174,Customer 012174,Female,1997-12-04,Faridabad,R003,Government Employee,Medium,Retail,2020-02-06
C012175,Customer 012175,Female,1987-01-16,Ahmedabad,R002,Finance,Medium,Retail,2022-04-13
C012176,Customer 012176,Male,2026-07-28,Chennai,R006,Business Owner,Medium,Retail,2018-03-21
C012177,Customer 012177,Male,1996-03-27,Lucknow,R004,Consultant,Medium,Premium,2023-08-04
C012178,Customer 012178,Female,1989-09-29,Pune,R002,Education,Medium,Corporate,2020-11-10
C012179,Customer 012179,Male,1982-11-18,Lucknow,R006,IT Professional,Medium,Retail,2019-08-21
C012180,Customer 012180,Male,1980-12-04,Ahmedabad,R005,Finance,High,Premium,2020-05-16
C012181,Customer 012181,Male,1987-11-04,Pune,R003,Government Employee,Low,Corporate,2024-09-22
C012182,Customer 012182,Male,2020-02-14,Kolkata,R002,Healthcare,High,Premium,2025-06-20
C012183,Customer 012183,Male,2009-01-18,Gurugram,R001,Other,Low,Retail,2020-03-04
C012184,Customer 012184,Female,2011-09-18,Delhi,R003,Consultant,Medium,Retail,2021-11-28
C012185,Customer 012185,Male,2022-02-01,Faridabad,R005,Consultant,Medium,Retail,2024-10-09
C012186,Customer 012186,Male,1986-05-09,Ahmedabad,R005,Consultant,Very High,Retail,2024-08-11
C012187,Customer 012187,Female,2024-08-25,Kolkata,R004,Education,Medium,Retail,2019-09-04
C012188,Customer 012188,Female,1995-04-17,Bengaluru,R006,IT Professional,High,Retail,2021-11-01
C012189,Customer 012189,Female,1995-10-27,Mumbai,R001,Self Employed,Medium,Corporate,2021-11-28
C012190,Customer 012190,Female,1990-09-12,Bengaluru,R002,Self Employed,Very High,Retail,2023-04-02
C012191,Customer 012191,Female,2003-07-05,Jaipur,R004,Consultant,Low,Retail,2024-08-16
C012192,Customer 012192,Male,2017-07-02,Mumbai,R005,Government Employee,Medium,Premium,2019-07-11
C012193,Customer 012193,Male,1990-03-20,Lucknow,R002,Finance,High,Corporate,2024-10-04
C012194,Customer 012194,Male,2009-05-11,Delhi,R005,Engineer,Medium,Corporate,2024-01-12
C012195,Customer 012195,Female,2021-06-18,Mumbai,R005,Healthcare,High,Retail,2020-05-13
C012196,Customer 012196,Female,2029-08-11,Mumbai,R001,Other,Medium,Retail,2025-11-01
C012197,Customer 012197,Female,2000-09-01,Faridabad,R003,Engineer,High,Retail,2025-01-11
C012198,Customer 012198,Male,2007-06-11,Gurugram,R002,Self Employed,Low,Retail,2025-09-28
C012199,Customer 012199,Male,2026-05-09,Kolkata,R001,Finance,Medium,Retail,2023-02-24
C012200,Customer 012200,Male,2008-01-30,Delhi,R006,Business Owner,Medium,Corporate,2023-06-25
C012201,Customer 012201,Male,1990-05-04,Faridabad,R005,Finance,High,Retail,2022-05-20
C012202,Customer 012202,Male,2007-07-19,Lucknow,R005,Government Employee,Medium,Retail,2025-11-19
C012203,Customer 012203,Male,1988-08-12,Ahmedabad,R001,Engineer,Medium,Corporate,2020-06-11
C012204,Customer 012204,Female,2020-11-19,Mumbai,R006,Government Employee,Medium,Corporate,2024-09-29
C012205,Customer 012205,Male,1984-08-05,Hyderabad,R002,Consultant,High,Retail,2021-08-18
C012206,Customer 012206,Male,1982-03-20,Kolkata,R005,Education,Medium,Retail,2022-04-21
C012207,Customer 012207,Male,2021-01-19,Mumbai,R006,Government Employee,Medium,Retail,2021-12-24
C012208,Customer 012208,Male,1991-02-01,Lucknow,R002,IT Professional,Medium,Retail,2024-09-19
C012209,Customer 012209,Male,1993-05-23,Faridabad,R001,Education,Medium,Retail,2019-02-04
C012210,Customer 012210,Female,1990-05-07,Delhi,R005,Other,High,Retail,2019-01-16
C012211,Customer 012211,Male,1981-02-14,Hyderabad,R004,Other,Low,Retail,2020-11-17
C012212,Customer 012212,Male,2002-11-28,Hyderabad,R004,Government Employee,High,Retail,2018-04-27
C012213,Customer 012213,Female,2009-06-20,Bengaluru,R005,Healthcare,Medium,Retail,2025-06-16
C012214,Customer 012214,Female,1992-11-28,Ahmedabad,R003,Other,High,Retail,2022-07-14
C012215,Customer 012215,Male,2027-02-18,Jaipur,R005,Healthcare,Medium,Premium,2020-02-04
C012216,Customer 012216,Male,1990-04-30,Bengaluru,R005,Government Employee,Medium,Retail,2024-11-16
C012217,Customer 012217,Male,2015-01-17,Jaipur,R005,Finance,Medium,Retail,2025-08-16
C012218,Customer 012218,Male,1989-08-14,Ahmedabad,R001,Finance,High,Retail,2025-10-25
C012219,Customer 012219,Male,2015-01-05,Kolkata,R005,IT Professional,High,Retail,2024-03-01
C012220,Customer 012220,Female,1988-12-01,Hyderabad,R005,Healthcare,Medium,Retail,2020-07-20
C012221,Customer 012221,Female,2001-04-27,Faridabad,R001,IT Professional,Very High,Retail,2024-04-16
C012222,Customer 012222,Male,1999-12-19,Faridabad,R005,Engineer,Medium,Retail,2020-12-07
C012223,Customer 012223,Male,2010-10-07,Faridabad,R004,Engineer,Medium,Corporate,2025-06-16
C012224,Customer 012224,Female,2019-11-22,Delhi,R004,Finance,Low,Corporate,2022-02-16
C012225,Customer 012225,Female,2007-07-16,Kolkata,R006,Business Owner,Low,Corporate,2018-11-01
C012226,Customer 012226,Male,1979-06-09,Lucknow,R005,Healthcare,Medium,Corporate,2026-01-10
C012227,Customer 012227,Male,1990-12-13,Lucknow,R001,Government Employee,Low,Premium,2020-12-17
C012228,Customer 012228,Male,2016-01-15,Faridabad,R005,Consultant,Medium,Premium,2023-05-02
C012229,Customer 012229,Male,2029-10-04,Pune,R005,Business Owner,High,Retail,2020-01-08
C012230,Customer 012230,Male,2013-07-16,Delhi,R006,Other,Medium,Retail,2022-08-07
C012231,Customer 012231,Male,2016-04-15,Lucknow,R002,Business Owner,Medium,Retail,2020-09-15
C012232,Customer 012232,Female,1985-06-30,Jaipur,R006,IT Professional,Medium,Premium,2019-09-20
C012233,Customer 012233,Female,1990-09-05,Pune,R003,Self Employed,Low,Retail,2020-09-15
C012234,Customer 012234,Female,1990-02-07,Chennai,R001,Government Employee,Medium,Retail,2023-12-07
C012235,Customer 012235,Female,2001-09-13,Gurugram,R003,Consultant,Medium,Retail,2022-04-08
C012236,Customer 012236,Male,1988-06-22,Chennai,R002,Engineer,Medium,Corporate,2020-09-03
C012237,Customer 012237,Female,1979-06-13,Gurugram,R003,IT Professional,Medium,Corporate,2024-02-22
C012238,Customer 012238,Female,2017-01-01,Lucknow,R005,Finance,Medium,Retail,2025-12-12
C012239,Customer 012239,Male,2011-07-09,Pune,R004,Consultant,Medium,Retail,2019-08-21
C012240,Customer 012240,Female,1989-03-06,Hyderabad,R001,Finance,High,Corporate,2023-01-04
C012241,Customer 012241,Male,2002-07-02,Bengaluru,R001,Self Employed,Medium,Retail,2024-01-15
C012242,Customer 012242,Male,2014-05-20,Jaipur,R005,Other,Medium,Retail,2021-10-29
C012243,Customer 012243,Female,2002-11-08,Hyderabad,R006,Government Employee,High,Corporate,2022-05-19
C012244,Customer 012244,Female,1984-06-08,Gurugram,R003,Finance,Medium,Corporate,2024-01-07
C012245,Customer 012245,Female,1983-05-05,Mumbai,R001,Other,High,Retail,2025-12-16
C012246,Customer 012246,Male,1986-02-14,Lucknow,R006,Healthcare,Medium,Retail,2024-05-14
C012247,Customer 012247,Female,1993-02-25,Faridabad,R002,Other,High,Retail,2023-10-12
C012248,Customer 012248,Male,1998-07-03,Mumbai,R002,Government Employee,Low,Corporate,2019-02-12
C012249,Customer 012249,Female,2027-06-04,Delhi,R003,Consultant,Medium,Retail,2020-10-15
C012250,Customer 012250,Male,1985-10-02,Gurugram,R002,Engineer,Medium,Retail,2024-02-04
C012251,Customer 012251,Female,1991-07-06,Kolkata,R004,Engineer,Low,Retail,2018-08-13
C012252,Customer 012252,Female,1987-12-19,Lucknow,R005,Education,Medium,Retail,2021-01-14
C012253,Customer 012253,Male,2029-02-18,Hyderabad,R001,IT Professional,Medium,Retail,2024-09-04
C012254,Customer 012254,Female,1986-08-28,Bengaluru,R006,Finance,Medium,Retail,2019-03-18
C012255,Customer 012255,Female,2004-01-11,Chennai,R005,Finance,Medium,Retail,2024-11-09
C012256,Customer 012256,Male,1978-06-28,Kolkata,R003,Government Employee,Medium,Corporate,2024-03-06
C012257,Customer 012257,Female,2003-12-06,Chennai,R005,Education,High,Corporate,2022-08-13
C012258,Customer 012258,Female,2009-01-05,Jaipur,R001,Self Employed,Low,Retail,2020-09-18
C012259,Customer 012259,Male,2019-07-13,Faridabad,R006,Engineer,High,Retail,2018-06-13
C012260,Customer 012260,Female,2005-05-02,Bengaluru,R001,Consultant,Medium,Retail,2025-06-26
C012261,Customer 012261,Male,1990-12-01,Kolkata,R003,Self Employed,Medium,Corporate,2022-08-01
C012262,Customer 012262,Female,2019-08-03,Pune,R001,Finance,Low,Corporate,2024-11-23
C012263,Customer 012263,Female,2024-12-26,Faridabad,R002,Education,Medium,Corporate,2024-09-02
C012264,Customer 012264,Male,2026-12-21,Faridabad,R006,Other,Medium,Retail,2025-01-03
C012265,Customer 012265,Female,2016-07-07,Pune,R006,Education,Medium,Retail,2022-10-05
C012266,Customer 012266,Male,2021-09-23,Hyderabad,R005,Education,Very High,Retail,2022-05-16
C012267,Customer 012267,Male,1994-01-07,Jaipur,R004,Healthcare,High,Corporate,2023-08-30
C012268,Customer 012268,Female,2014-05-21,Pune,R004,Business Owner,Medium,Corporate,2023-04-14
C012269,Customer 012269,Male,2010-12-20,Gurugram,R004,Engineer,Medium,Retail,2022-08-17
C012270,Customer 012270,Female,1979-11-03,Chennai,R003,Engineer,High,Premium,2021-07-15
C012271,Customer 012271,Male,1989-03-09,Gurugram,R004,Consultant,High,Retail,2023-11-24
C012272,Customer 012272,Female,2012-03-16,Lucknow,R006,Consultant,Low,Retail,2019-04-18
C012273,Customer 012273,Female,2012-12-20,Jaipur,R006,Consultant,Medium,Retail,2025-05-19
C012274,Customer 012274,Male,2000-12-08,Hyderabad,R005,Self Employed,Medium,Retail,2021-07-23
C012275,Customer 012275,Female,2019-01-27,Delhi,R001,Finance,Low,Corporate,2024-11-25
C012276,Customer 012276,Female,2002-09-21,Jaipur,R002,Healthcare,Low,Retail,2024-04-06
C012277,Customer 012277,Female,2001-05-01,Gurugram,R004,Business Owner,Medium,Retail,2019-07-13
C012278,Customer 012278,Male,2016-02-16,Pune,R004,Education,Low,Retail,2021-10-05
C012279,Customer 012279,Female,1981-01-10,Hyderabad,R004,Finance,Low,Retail,2022-10-06
C012280,Customer 012280,Female,2024-06-05,Hyderabad,R002,Engineer,Low,Premium,2020-10-28
C012281,Customer 012281,Male,2023-01-05,Chennai,R005,Finance,High,Corporate,2019-04-16
C012282,Customer 012282,Female,1979-01-17,Chennai,R004,Healthcare,High,Retail,2019-10-06
C012283,Customer 012283,Male,2028-11-13,Gurugram,R001,Healthcare,Medium,Retail,2025-07-15
C012284,Customer 012284,Male,2013-04-28,Bengaluru,R003,Engineer,Medium,Corporate,2021-08-09
C012285,Customer 012285,Female,1982-08-06,Ahmedabad,R002,IT Professional,High,Corporate,2021-12-11
C012286,Customer 012286,Male,2019-02-23,Ahmedabad,R005,Government Employee,Medium,Corporate,2019-09-05
C012287,Customer 012287,Female,2020-12-29,Mumbai,R006,Other,Low,Retail,2023-12-15
C012288,Customer 012288,Female,1995-04-18,Kolkata,R001,Business Owner,High,Retail,2019-02-23
C012289,Customer 012289,Female,2001-09-30,Jaipur,R002,Business Owner,Low,Retail,2021-03-22
C012290,Customer 012290,Male,2010-08-20,Faridabad,R006,Engineer,Medium,Retail,2021-04-29
C012291,Customer 012291,Male,2015-02-16,Jaipur,R002,Education,High,Retail,2024-06-01
C012292,Customer 012292,Female,2001-11-23,Pune,R003,Government Employee,Low,Corporate,2023-01-28
C012293,Customer 012293,Female,1993-05-28,Chennai,R003,Self Employed,High,Retail,2019-10-30
C012294,Customer 012294,Male,2006-01-21,Chennai,R006,Self Employed,Low,Retail,2018-02-22
C012295,Customer 012295,Female,2012-01-16,Lucknow,R006,Government Employee,Very High,Retail,2023-03-06
C012296,Customer 012296,Male,1992-02-21,Gurugram,R005,Business Owner,High,Retail,2022-02-28
C012297,Customer 012297,Male,1996-07-27,Pune,R004,Government Employee,Very High,Corporate,2022-05-22
C012298,Customer 012298,Female,1992-04-24,Bengaluru,R006,Self Employed,High,Retail,2024-06-27
C012299,Customer 012299,Female,1989-09-23,Bengaluru,R003,Consultant,Medium,Corporate,2023-02-15
C012300,Customer 012300,Female,1996-06-04,Kolkata,R005,Government Employee,High,Retail,2019-01-17
C012301,Customer 012301,Male,2025-10-20,Gurugram,R002,Healthcare,Medium,Retail,2021-06-18
C012302,Customer 012302,Male,1995-01-27,Hyderabad,R004,Education,Medium,Retail,2025-08-30
C012303,Customer 012303,Male,2023-05-21,Ahmedabad,R001,Healthcare,Medium,Corporate,2018-08-26
C012304,Customer 012304,Male,1999-05-20,Delhi,R002,Business Owner,Medium,Retail,2025-09-12
C012305,Customer 012305,Female,2006-06-04,Pune,R005,Self Employed,Medium,Corporate,2021-10-08
C012306,Customer 012306,Male,1999-06-26,Ahmedabad,R001,Business Owner,Medium,Premium,2022-12-04
C012307,Customer 012307,Female,1982-05-15,DELHI ,R002,Education,High,Retail,2022-12-20
C012308,Customer 012308,Male,1996-10-14,Faridabad,R003,Self Employed,Low,Retail,2021-02-19
C012309,Customer 012309,Male,1988-02-05,Lucknow,R005,Consultant,Medium,Retail,2023-11-13
C012310,Customer 012310,Female,1978-11-24,Mumbai,R001,IT Professional,High,Retail,2020-12-21
C012311,Customer 012311,Male,2015-07-10,Chennai,R006,Government Employee,Low,Corporate,2020-04-29
C012312,Customer 012312,Female,2016-08-13,Hyderabad,R003,Other,Medium,Retail,2023-06-27
C012313,Customer 012313,Male,2018-08-21,Jaipur,R006,Self Employed,Low,Retail,2023-04-12
C012314,Customer 012314,Female,2017-09-15,Mumbai,R006,Government Employee,Medium,Retail,2018-04-04
C012315,Customer 012315,Male,2005-04-07,Chennai,R001,Healthcare,Medium,Premium,2024-05-05
C012316,Customer 012316,Male,1994-09-15,Lucknow,R004,Government Employee,Very High,Retail,2022-11-01
C012317,Customer 012317,Female,1998-01-24,Kolkata,R004,Engineer,Medium,Corporate,2026-02-21
C012318,Customer 012318,Female,2021-12-14,Ahmedabad,R005,Self Employed,Medium,Retail,2022-08-11
C012319,Customer 012319,Female,1996-03-17,DELHI ,R001,Healthcare,High,Retail,2021-01-02
C012320,Customer 012320,Male,1992-07-09,Mumbai,R004,Self Employed,Medium,Corporate,2024-08-09
C012321,Customer 012321,Male,1980-11-25,Hyderabad,R002,Business Owner,Medium,Retail,2019-02-07
C012322,Customer 012322,Male,2002-11-06,Hyderabad,R002,Business Owner,Medium,Retail,2022-07-24
C012323,Customer 012323,Male,2008-06-02,Kolkata,R004,Self Employed,Low,Retail,2025-02-17
C012324,Customer 012324,Male,1996-08-29,Ahmedabad,R006,Unknown,Very High,Retail,2021-09-03
C012325,Customer 012325,Male,2001-04-17,Lucknow,R006,Education,High,Retail,2023-05-26
C012326,Customer 012326,Female,1988-10-27,Mumbai,R004,Education,High,Retail,2019-03-05
C012327,Customer 012327,Male,2029-05-14,Mumbai,R005,Self Employed,Very High,Retail,2022-12-09
C012328,Customer 012328,Male,1997-03-05,Pune,R006,Healthcare,Medium,Corporate,2025-01-02
C012329,Customer 012329,Female,2021-11-30,Jaipur,R005,IT Professional,High,Retail,2020-04-03
C012330,Customer 012330,Female,2026-12-14,Bengaluru,R002,Finance,Medium,Corporate,2022-06-28
C012331,Customer 012331,Female,2018-03-14,Pune,R003,Government Employee,Very High,Retail,2023-07-15
C012332,Customer 012332,Female,2027-02-20,Bengaluru,R001,Business Owner,Medium,Retail,2021-07-24
C012333,Customer 012333,Female,2004-07-29,Faridabad,R003,Healthcare,Low,Corporate,2021-03-30
C012334,Customer 012334,Male,2027-12-14,Hyderabad,R005,Self Employed,Medium,Retail,2025-12-13
C012335,Customer 012335,Male,2004-04-06,Bengaluru,R006,Consultant,Low,Retail,2022-05-10
C012336,Customer 012336,Female,2019-10-02,Delhi,R003,Engineer,Medium,Retail,2019-01-15
C012337,Customer 012337,Female,2022-11-09,Hyderabad,R005,Business Owner,Low,Retail,2024-04-17
C012338,Customer 012338,Male,2017-04-30,Gurugram,R003,IT Professional,Medium,Corporate,2019-08-15
C012339,Customer 012339,Female,1999-10-12,Bengaluru,R002,Engineer,Low,Retail,2020-10-23
C012340,Customer 012340,Male,2026-01-16,Delhi,R005,Other,Medium,Premium,2023-11-05
C012341,Customer 012341,Male,2029-05-30,Kolkata,R002,Education,Medium,Corporate,2022-01-02
C012342,Customer 012342,Female,1996-01-30,Ahmedabad,R003,Consultant,Medium,Corporate,2020-10-30
C012343,Customer 012343,Male,1978-12-09,Ahmedabad,R004,Education,Low,Corporate,2019-06-28
C012344,Customer 012344,Male,2011-12-21,Ahmedabad,R004,Other,Medium,Retail,2024-04-02
C012345,Customer 012345,Male,2005-05-19,Bengaluru,R001,Education,Low,Corporate,2018-11-29
C012346,Customer 012346,Male,1995-10-14,Ahmedabad,R004,Consultant,Low,Retail,2019-04-12
C012347,Customer 012347,Female,1985-01-13,Chennai,R001,Self Employed,Medium,Retail,2022-12-29
C012348,Customer 012348,Female,1992-06-03,Ahmedabad,R003,Business Owner,High,Corporate,2018-10-22
C012349,Customer 012349,Female,2023-04-02,Bengaluru,R001,Consultant,High,Retail,2023-02-12
C012350,Customer 012350,Female,2001-10-16,Bengaluru,R001,Engineer,Very High,Retail,2018-01-09
C012351,Customer 012351,Female,2025-03-23,Delhi,R001,Consultant,Medium,Retail,2021-07-15
C012352,Customer 012352,Male,1987-08-18,Ahmedabad,R002,Government Employee,Medium,Premium,2020-10-26
C012353,Customer 012353,Male,1981-07-19,Ahmedabad,R001,Healthcare,Very High,Retail,2022-05-13
C012354,Customer 012354,Male,2011-06-17,Jaipur,R006,Engineer,Medium,Retail,2019-04-13
C012355,Customer 012355,Male,2009-06-03,Hyderabad,R005,Education,Low,Retail,2018-04-16
C012356,Customer 012356,Female,2010-12-19,Faridabad,R003,Engineer,High,Corporate,2020-08-09
C012357,Customer 012357,Female,2029-07-22,Mumbai,R002,Finance,Low,Corporate,2025-07-08
C012358,Customer 012358,Male,1989-12-29,Delhi,R005,Healthcare,High,Retail,2018-07-20
C012359,Customer 012359,Female,2018-05-21,Ahmedabad,R003,Business Owner,Low,Retail,2020-08-13
C012360,Customer 012360,Male,1985-09-20,Lucknow,R002,Finance,Low,Premium,2020-02-02
C012361,Customer 012361,Male,1994-04-26,Chennai,R003,Finance,Medium,Premium,2025-05-15
C012362,Customer 012362,Female,2025-07-18,Gurugram,R004,Finance,Low,Retail,2018-10-04
C012363,Customer 012363,Female,1988-04-20,Gurugram,R003,IT Professional,High,Retail,2025-02-28
C012364,Customer 012364,Female,2015-02-27,Pune,R004,Finance,High,Retail,2024-05-27
C012365,Customer 012365,Male,2011-07-30,Lucknow,R004,Business Owner,Medium,Retail,2019-05-05
C012366,Customer 012366,Female,2028-05-03,Faridabad,R006,Other,Medium,Retail,2021-11-08
C012367,Customer 012367,Male,1999-09-08,Chennai,R003,Education,High,Retail,2025-09-22
C012368,Customer 012368,Female,1986-06-30,Delhi,R004,Engineer,High,Retail,2021-12-04
C012369,Customer 012369,Male,2001-11-13,Ahmedabad,R006,Other,Medium,Retail,2026-02-18
C012370,Customer 012370,Female,2025-05-16,Lucknow,R002,IT Professional,High,Retail,2023-06-25
C012371,Customer 012371,Male,2028-01-14,Jaipur,R004,Education,Very High,Retail,2019-09-23
C012372,Customer 012372,Male,1999-07-28,Lucknow,R001,Self Employed,Medium,Retail,2024-10-27
C012373,Customer 012373,Female,2014-10-27,Jaipur,R002,Government Employee,High,Retail,2026-02-28
C012374,Customer 012374,Male,2025-01-26,Jaipur,R006,Business Owner,High,Retail,2019-07-19
C012375,Customer 012375,Female,1998-11-05,Faridabad,R002,Other,High,Corporate,2024-02-07
C012376,Customer 012376,Female,1980-02-17,Faridabad,R002,Business Owner,Medium,Retail,2024-03-05
C012377,Customer 012377,Female,2018-01-28,Gurugram,R001,Government Employee,High,Retail,2025-02-05
C012378,Customer 012378,Male,1999-04-25,Gurugram,R001,IT Professional,Medium,Retail,2023-11-22
C012379,Customer 012379,Female,2016-04-28,Faridabad,R001,Business Owner,High,Retail,2020-01-02
C012380,Customer 012380,Male,2010-10-16,Chennai,R001,Finance,Medium,Corporate,2023-08-06
C012381,Customer 012381,Female,1991-09-12,Jaipur,R006,Consultant,Medium,Retail,2022-09-06
C012382,Customer 012382,Female,1998-09-23,Gurugram,R001,Healthcare,High,Retail,2020-12-14
C012383,Customer 012383,Male,2022-04-19,Chennai,R006,Business Owner,Medium,Retail,2023-09-22
C012384,Customer 012384,Male,2008-11-28,Mumbai,R006,Education,High,Retail,2021-03-17
C012385,Customer 012385,Female,1993-06-03,Lucknow,R005,Government Employee,High,Retail,2018-05-30
C012386,Customer 012386,Male,2012-12-13,Bengaluru,R005,Education,High,Retail,2024-04-15
C012387,Customer 012387,Female,2017-10-20,Mumbai,R001,Government Employee,Medium,Premium,2021-04-19
C012388,Customer 012388,Male,2007-11-08,Delhi,R006,Healthcare,Very High,Retail,2020-09-16
C012389,Customer 012389,Male,2024-06-05,DELHI ,R002,Education,High,Retail,2019-01-02
C012390,Customer 012390,Female,2012-10-03,Hyderabad,R004,Engineer,Medium,Retail,2024-10-02
C012391,Customer 012391,Male,1983-02-04,Chennai,R004,Business Owner,Low,Retail,2024-04-27
C012392,Customer 012392,Female,1981-10-03,Pune,R005,Finance,Very High,Premium,2023-12-31
C012393,Customer 012393,Female,2017-01-06,Pune,R001,Finance,Medium,Corporate,2023-06-17
C012394,Customer 012394,Male,2015-05-09,Lucknow,R003,Finance,Medium,Corporate,2025-12-24
C012395,Customer 012395,Female,1992-10-17,Delhi,R004,Engineer,Medium,Retail,2018-04-06
C012396,Customer 012396,Male,2000-05-03,Faridabad,R006,Government Employee,Medium,Retail,2023-10-26
C012397,Customer 012397,Male,1995-03-11,Jaipur,R006,Education,Very High,Premium,2021-01-09
C012398,Customer 012398,Female,1983-05-26,Ahmedabad,R004,Self Employed,Medium,Retail,2023-10-18
C012399,Customer 012399,Male,1995-08-18,Lucknow,R002,Unknown,Medium,Retail,2024-01-30
C012400,Customer 012400,Female,2014-06-20,Delhi,R004,Engineer,High,Retail,2020-12-31
C012401,Customer 012401,Female,1998-10-13,Ahmedabad,R005,Self Employed,Medium,Retail,2018-10-30
C012402,Customer 012402,Male,1991-06-17,Kolkata,R001,Government Employee,Medium,Corporate,2018-09-25
C012403,Customer 012403,Male,2028-01-05,Delhi,R001,Engineer,High,Retail,2022-04-24
C012404,Customer 012404,Female,2025-07-23,Chennai,R006,IT Professional,High,Corporate,2020-07-29
C012405,Customer 012405,Female,1992-04-20,Pune,R004,Engineer,Low,Retail,2022-03-08
C012406,Customer 012406,Female,2010-02-25,Faridabad,R003,Government Employee,High,Retail,2019-05-12
C012407,Customer 012407,Male,2021-01-05,Kolkata,R005,Government Employee,Medium,Corporate,2018-02-19
C012408,Customer 012408,Male,2017-08-23,Gurugram,R006,Engineer,Medium,Retail,2026-01-08
C012409,Customer 012409,Female,1995-08-25,Bengaluru,R004,Consultant,Low,Corporate,2025-02-07
C012410,Customer 012410,Male,2025-10-23,Faridabad,R005,Healthcare,Medium,Retail,2020-04-24
C012411,Customer 012411,Female,1978-01-16,Gurugram,R003,IT Professional,Medium,Retail,2022-09-05
C012412,Customer 012412,Male,2018-04-13,Chennai,R006,Education,Low,Corporate,2020-03-16
C012413,Customer 012413,Female,2017-11-27,Mumbai,R005,Other,Medium,Corporate,2021-12-08
